"","...1","gameId","playId","nflId","time","relative_location","relative_location_list","stunt","all_front","all_back"
"2904",454152,"2021100400","2858",35485,2021-10-05 02:55:45,3,"[3.0, 4.0, 2.0, 1.0]",1,"2","3"
"2905",454592,"2021100400","3047",39997,2021-10-05 03:04:11,3,"[3.0, 4.0, 1.0, 2.0]",1,"1","2"
"2906",454681,"2021100400","3116",39997,2021-10-05 03:05:56,2,"[2.0, 5.0, 4.0, 3.0, 1.0]",1,"2","3"
"2907",454711,"2021100400","3116",39997,2021-10-05 03:05:54,3,"[3.0, 5.0, 4.0, 2.0, 1.0]",1,"3","2"
"2908",454801,"2021100400","3231",39997,2021-10-05 03:11:42,4,"[4.0, 3.0, 2.0, 1.0, 5.0]",1,"3","4"
"2909",454921,"2021100400","3257",39997,2021-10-05 03:12:46,2,"[2.0, 3.0, 4.0, 5.0, 1.0]",1,"4","5"
"2910",454951,"2021100400","3257",39997,2021-10-05 03:12:47,2,"[2.0, 4.0, 3.0, 5.0, 1.0]",1,"3","4"
"2911",455034,"2021100400","3279",42535,2021-10-05 03:13:24,3,"[3.0, 1.0, 4.0, 6.0, 5.0, 2.0]",1,"1","2"
"2912",455052,"2021100400","3279",42535,2021-10-05 03:13:24,4,"[4.0, 1.0, 3.0, 6.0, 5.0, 2.0]",1,"4","3"
"2913",455094,"2021100400","3279",42535,2021-10-05 03:13:25,5,"[5.0, 1.0, 3.0, 6.0, 4.0, 2.0]",1,"4","5"
"2914",455380,"2021100400","3504",39997,2021-10-05 03:22:47,1,"[1.0, 2.0, 3.0, 4.0]",1,"2","1"
"2915",455576,"2021100400","3637",42535,2021-10-05 03:26:48,4,"[4.0, 1.0, 2.0, 3.0]",1,"3","4"
"2916",455760,"2021100400","3735",35485,2021-10-05 03:32:12,4,"[4.0, 1.0, 2.0, 3.0]",1,"3","2"
"2917",455812,"2021100400","3757",42559,2021-10-05 03:32:51,4,"[4.0, 5.0, 1.0, 2.0, 3.0]",1,"4","3"
"2918",455867,"2021100400","3757",42559,2021-10-05 03:32:52,5,"[5.0, 4.0, 1.0, 2.0, 3.0]",1,"4","5"
"2919",455882,"2021100400","3757",42559,2021-10-05 03:32:52,5,"[5.0, 4.0, 1.0, 3.0, 2.0]",1,"2","3"
"2920",456072,"2021100400","3805",42559,2021-10-05 03:33:42,2,"[2.0, 1.0, 4.0, 3.0]",1,"2","3"
"2921",456172,"2021100400","3838",42559,2021-10-05 03:34:43,4,"[4.0, 3.0, 1.0, 2.0]",1,"3","4"
"2922",456252,"2021100400","3859",42559,2021-10-05 03:35:13,2,"[2.0, 4.0, 1.0, 3.0]",1,"3","2"
"2923",456352,"2021100400","4096",35485,2021-10-05 03:44:11,2,"[2.0, 1.0, 4.0, 3.0]",1,"2","3"
"2924",456444,"2021100400","4118",35485,2021-10-05 03:44:45,3,"[3.0, 2.0, 4.0, 1.0]",1,"1","2"
"2925",456552,"2021100400","4139",35485,2021-10-05 03:45:10,2,"[2.0, 1.0, 4.0, 3.0]",1,"2","3"
"2926",456612,"2021100400","4161",42559,2021-10-05 03:45:52,3,"[3.0, 2.0, 4.0, 1.0]",1,"1","2"
"2927",456846,"2021100700","165",35562,2021-10-08 00:25:33,4,"[4.0, 2.0, 5.0, 3.0, 1.0]",1,"3","4"
"2928",456856,"2021100700","165",35562,2021-10-08 00:25:33,4,"[4.0, 1.0, 5.0, 3.0, 2.0]",1,"2","1"
"2929",457036,"2021100700","272",41239,2021-10-08 00:30:27,1,"[1.0, 4.0, 3.0, 2.0]",1,"2","1"
"2930",457060,"2021100700","272",41239,2021-10-08 00:30:28,1,"[1.0, 4.0, 2.0, 3.0]",1,"3","2"
"2931",457375,"2021100700","417",35562,2021-10-08 00:36:59,3,"[3.0, 5.0, 4.0, 1.0, 2.0]",1,"2","3"
"2932",457592,"2021100700","545",41239,2021-10-08 00:42:55,3,"[3.0, 4.0, 2.0, 1.0]",1,"2","3"
"2933",457672,"2021100700","599",41239,2021-10-08 00:44:35,4,"[4.0, 3.0, 2.0, 1.0]",1,"4","3"
"2934",457680,"2021100700","599",41239,2021-10-08 00:44:35,4,"[4.0, 3.0, 1.0, 2.0]",1,"2","1"
"2935",458164,"2021100700","893",35562,2021-10-08 00:57:37,3,"[3.0, 1.0, 2.0, 4.0]",1,"3","2"
"2936",458240,"2021100700","920",41239,2021-10-08 00:58:53,3,"[3.0, 4.0, 2.0, 1.0]",1,"2","3"
"2937",458736,"2021100700","1205",41239,2021-10-08 01:12:21,4,"[4.0, 1.0, 2.0, 3.0]",1,"4","3"
"2938",459323,"2021100700","1694",41239,2021-10-08 01:34:26,5,"[5.0, 2.0, 4.0, 1.0, 3.0]",1,"2","3"
"2939",459516,"2021100700","1775",41239,2021-10-08 01:37:04,4,"[4.0, 1.0, 2.0, 3.0]",1,"3","4"
"2940",460196,"2021100700","2161",35562,2021-10-08 02:04:45,3,"[3.0, 4.0, 2.0, 1.0]",1,"1","2"
"2941",460388,"2021100700","2207",41786,2021-10-08 02:06:12,4,"[4.0, 2.0, 1.0, 3.0]",1,"2","1"
"2942",460488,"2021100700","2229",41786,2021-10-08 02:06:43,4,"[4.0, 1.0, 3.0, 2.0]",1,"3","2"
"2943",460584,"2021100700","2353",41239,2021-10-08 02:13:28,1,"[1.0, 2.0, 4.0, 3.0]",1,"1","2"
"2944",460707,"2021100700","2466",35562,2021-10-08 02:19:08,1,"[1.0, 4.0, 3.0, 2.0, 5.0]",1,"3","4"
"2945",461008,"2021100700","2540",35493,2021-10-08 02:21:08,2,"[2.0, 4.0, 1.0, 3.0, 5.0]",1,"2","1"
"2946",461233,"2021100700","2641",41239,2021-10-08 02:26:38,1,"[1.0, 2.0, 3.0, 4.0, 5.0]",1,"2","1"
"2947",461464,"2021100700","2833",35493,2021-10-08 02:36:32,4,"[4.0, 3.0, 2.0, 5.0, 1.0]",1,"4","5"
"2948",461960,"2021100700","3095",41239,2021-10-08 02:43:44,1,"[1.0, 4.0, 2.0, 3.0]",1,"1","2"
"2949",461976,"2021100700","3095",41239,2021-10-08 02:43:45,1,"[1.0, 3.0, 2.0, 4.0]",1,"3","4"
"2950",462064,"2021100700","3119",46229,2021-10-08 02:44:27,1,"[1.0, 4.0, 2.0, 3.0]",1,"4","3"
"2951",462410,"2021100700","3275",35562,2021-10-08 02:51:30,3,"[3.0, 5.0, 2.0, 4.0, 1.0]",1,"4","5"
"2952",462444,"2021100700","3373",41239,2021-10-08 02:56:51,3,"[3.0, 4.0, 2.0, 1.0]",1,"1","2"
"2953",462508,"2021100700","3373",41239,2021-10-08 02:56:53,3,"[3.0, 4.0, 1.0, 2.0]",1,"2","1"
"2954",462678,"2021100700","3447",41239,2021-10-08 02:59:29,5,"[5.0, 4.0, 3.0, 2.0, 1.0]",1,"4","5"
"2955",462703,"2021100700","3447",41239,2021-10-08 02:59:30,5,"[5.0, 3.0, 4.0, 2.0, 1.0]",1,"3","4"
"2956",462793,"2021100700","3471",41239,2021-10-08 03:00:09,2,"[2.0, 5.0, 3.0, 4.0, 1.0]",1,"4","3"
"2957",463000,"2021100700","3562",41239,2021-10-08 03:06:03,4,"[4.0, 3.0, 1.0, 2.0]",1,"3","4"
"2958",463196,"2021100700","3606",41239,2021-10-08 03:07:29,4,"[4.0, 3.0, 1.0, 2.0]",1,"3","4"
"2959",463208,"2021100700","3606",41239,2021-10-08 03:07:29,4,"[4.0, 3.0, 2.0, 1.0]",1,"2","1"
"2960",463300,"2021100700","3800",35493,2021-10-08 03:15:23,2,"[2.0, 1.0, 3.0, 4.0]",1,"2","1"
"2961",463384,"2021100700","3841",41239,2021-10-08 03:16:58,3,"[3.0, 4.0, 1.0, 2.0]",1,"2","1"
"2962",463396,"2021100700","3841",41239,2021-10-08 03:16:58,4,"[4.0, 3.0, 1.0, 2.0]",1,"4","3"
"2963",463484,"2021100700","4003",43298,2021-10-08 03:25:05,3,"[3.0, 4.0, 1.0, 2.0]",1,"3","4"
"2964",463776,"2021101000","55",46204,2021-10-10 13:36:06,1,"[1.0, 2.0, 4.0, 3.0]",1,"3","4"
"2965",463864,"2021101000","121",46204,2021-10-10 13:38:05,2,"[2.0, 1.0, 3.0, 4.0]",1,"2","1"
"2966",463926,"2021101000","143",43301,2021-10-10 13:38:51,6,"[6.0, 5.0, 1.0, 2.0, 3.0, 4.0]",1,"2","3"
"2967",463962,"2021101000","143",43301,2021-10-10 13:38:52,6,"[6.0, 5.0, 1.0, 2.0, 4.0, 3.0]",1,"3","4"
"2968",464128,"2021101000","197",43301,2021-10-10 13:40:22,2,"[2.0, 5.0, 4.0, 3.0, 1.0]",1,"3","2"
"2969",464359,"2021101000","319",46204,2021-10-10 13:45:47,2,"[2.0, 3.0, 5.0, 1.0, 5.0]",1,"5","5"
"2970",465233,"2021101000","828",40463,2021-10-10 14:09:06,5,"[5.0, 1.0, 2.0, 3.0, 4.0]",1,"3","4"
"2971",465273,"2021101000","828",40463,2021-10-10 14:09:07,4,"[4.0, 1.0, 2.0, 3.0, 5.0]",1,"4","5"
"2972",465416,"2021101000","888",40095,2021-10-10 14:11:18,4,"[4.0, 3.0, 2.0, 1.0]",1,"4","3"
"2973",465768,"2021101000","1134",41243,2021-10-10 14:20:02,4,"[4.0, 6.0, 1.0, 2.0, 3.0, 6.0]",1,"6","6"
"2974",465882,"2021101000","1134",41243,2021-10-10 14:20:04,4,"[4.0, 6.0, 1.0, 3.0, 2.0, 5.0]",1,"3","2"
"2975",465894,"2021101000","1134",41243,2021-10-10 14:20:05,3,"[3.0, 6.0, 1.0, 4.0, 2.0, 5.0]",1,"4","3"
"2976",466088,"2021101000","1212",40095,2021-10-10 14:25:16,4,"[4.0, 1.0, 3.0, 2.0]",1,"3","2"
"2977",466268,"2021101000","1268",46204,2021-10-10 14:29:25,3,"[3.0, 4.0, 2.0, 1.0]",1,"3","4"
"2978",466470,"2021101000","1374",40095,2021-10-10 14:32:46,3,"[3.0, 2.0, 4.0, 1.0, 5.0]",1,"2","3"
"2979",466732,"2021101000","1516",40095,2021-10-10 14:37:46,3,"[3.0, 2.0, 4.0, 1.0]",1,"3","4"
"2980",466784,"2021101000","1538",40095,2021-10-10 14:38:30,4,"[4.0, 1.0, 2.0, 3.0, 5.0]",1,"2","3"
"2981",466968,"2021101000","1676",40095,2021-10-10 14:44:58,2,"[2.0, 1.0, 4.0, 3.0]",1,"4","3"
"2982",467361,"2021101000","1872",43301,2021-10-10 14:52:21,2,"[2.0, 4.0, 5.0, 1.0, 3.0]",1,"2","3"
"2983",467508,"2021101000","1894",41243,2021-10-10 14:53:03,1,"[1.0, 2.0, 4.0, 3.0, 5.0, 6.0]",1,"6","5"
"2984",467544,"2021101000","1894",41243,2021-10-10 14:53:03,1,"[1.0, 2.0, 5.0, 3.0, 4.0, 6.0]",1,"5","4"
"2985",467562,"2021101000","1894",41243,2021-10-10 14:53:03,1,"[1.0, 3.0, 5.0, 4.0, 3.0, 6.0]",1,"4","3"
"2986",467574,"2021101000","1894",41243,2021-10-10 14:53:04,1,"[1.0, 4.0, 5.0, 3.0, 2.0, 6.0]",1,"3","4"
"2987",467842,"2021101000","1971",41243,2021-10-10 14:54:57,3,"[3.0, 4.0, 5.0, 2.0, 1.0]",1,"2","3"
"2988",467862,"2021101000","1971",41243,2021-10-10 14:54:57,4,"[4.0, 3.0, 5.0, 2.0, 1.0]",1,"3","4"
"2989",467887,"2021101000","1971",41243,2021-10-10 14:54:55,2,"[2.0, 4.0, 5.0, 3.0, 1.0]",1,"3","2"
"2990",468255,"2021101000","2362",41243,2021-10-10 15:22:04,2,"[2.0, 3.0, 1.0, 4.0, 5.0]",1,"3","2"
"2991",468480,"2021101000","2452",42480,2021-10-10 15:27:14,4,"[4.0, 3.0, 2.0, 1.0]",1,"1","2"
"2992",468537,"2021101000","2474",40039,2021-10-10 15:28:01,2,"[2.0, 1.0, 4.0, 3.0, 5.0]",1,"4","3"
"2993",468607,"2021101000","2474",40039,2021-10-10 15:28:02,3,"[3.0, 1.0, 4.0, 2.0, 5.0]",1,"3","2"
"2994",468796,"2021101000","2598",43301,2021-10-10 15:33:38,2,"[2.0, 3.0, 4.0, 1.0]",1,"3","2"
"2995",468879,"2021101000","2648",46141,2021-10-10 15:34:51,2,"[2.0, 3.0, 4.0, 5.0, 1.0]",1,"2","3"
"2996",469590,"2021101000","3144",41243,2021-10-10 15:54:41,4,"[4.0, 5.0, 6.0, 3.0, 2.0, 1.0]",1,"1","2"
"2997",469602,"2021101000","3144",41243,2021-10-10 15:54:42,5,"[5.0, 4.0, 6.0, 3.0, 2.0, 1.0]",1,"4","5"
"2998",469608,"2021101000","3144",41243,2021-10-10 15:54:42,6,"[6.0, 4.0, 5.0, 3.0, 2.0, 1.0]",1,"5","6"
"2999",469896,"2021101000","3235",40095,2021-10-10 15:59:41,1,"[1.0, 5.0, 3.0, 4.0, 2.0]",1,"3","2"
"3000",470136,"2021101000","3294",42480,2021-10-10 16:01:24,1,"[1.0, 2.0, 3.0, 4.0]",1,"2","1"
"3001",470332,"2021101000","3397",43308,2021-10-10 16:07:08,1,"[1.0, 3.0, 4.0, 2.0]",1,"3","4"
"3002",470504,"2021101000","3500",43301,2021-10-10 16:10:03,3,"[3.0, 4.0, 1.0, 2.0]",1,"3","2"
"3003",470516,"2021101000","3500",43301,2021-10-10 16:10:03,3,"[3.0, 4.0, 2.0, 1.0]",1,"2","1"
"3004",470600,"2021101000","3545",43308,2021-10-10 16:11:31,1,"[1.0, 2.0, 4.0, 3.0]",1,"3","4"
"3005",470708,"2021101000","3700",40095,2021-10-10 16:17:30,2,"[2.0, 1.0, 4.0, 3.0]",1,"4","3"
"3006",470816,"2021101000","3729",40095,2021-10-10 16:18:04,2,"[2.0, 1.0, 3.0, 4.0]",1,"3","2"
"3007",470888,"2021101000","3765",40095,2021-10-10 16:21:08,4,"[4.0, 1.0, 2.0, 3.0]",1,"3","2"
"3008",471628,"2021101000","3974",40095,2021-10-10 16:26:05,3,"[3.0, 4.0, 1.0, 2.0]",1,"4","3"
"3009",472708,"2021101001","613",41341,2021-10-10 17:24:31,3,"[3.0, 2.0, 1.0, 4.0]",1,"2","3"
"3010",472828,"2021101001","735",37089,2021-10-10 17:31:05,5,"[5.0, 3.0, 1.0, 4.0, 2.0]",1,"5","4"
"3011",472952,"2021101001","806",37089,2021-10-10 17:32:38,4,"[4.0, 3.0, 1.0, 2.0]",1,"1","2"
"3012",472956,"2021101001","806",37089,2021-10-10 17:32:38,3,"[3.0, 4.0, 1.0, 2.0]",1,"3","4"
"3013",473155,"2021101001","828",38542,2021-10-10 17:33:27,4,"[4.0, 2.0, 1.0, 3.0, 5.0]",1,"3","4"
"3014",473800,"2021101001","1229",38542,2021-10-10 17:49:48,2,"[2.0, 4.0, 3.0, 1.0]",1,"3","4"
"3015",473880,"2021101001","1251",38542,2021-10-10 17:50:32,2,"[2.0, 4.0, 3.0, 1.0]",1,"3","4"
"3016",474072,"2021101001","1359",40688,2021-10-10 17:56:19,2,"[2.0, 1.0, 3.0, 4.0]",1,"1","2"
"3017",474494,"2021101001","1556",46527,2021-10-10 18:06:59,4,"[4.0, 5.0, 3.0, 1.0, 2.0]",1,"3","4"
"3018",474509,"2021101001","1556",46527,2021-10-10 18:06:59,4,"[4.0, 5.0, 2.0, 1.0, 3.0]",1,"2","3"
"3019",474578,"2021101001","1602",43791,2021-10-10 18:08:29,2,"[2.0, 3.0, 1.0, 4.0]",1,"4","3"
"3020",474582,"2021101001","1602",43791,2021-10-10 18:08:29,1,"[1.0, 3.0, 2.0, 4.0]",1,"2","1"
"3021",474790,"2021101001","1780",38542,2021-10-10 18:16:40,1,"[1.0, 3.0, 4.0, 2.0]",1,"2","1"
"3022",474798,"2021101001","1780",38542,2021-10-10 18:16:40,1,"[1.0, 4.0, 3.0, 2.0]",1,"4","3"
"3023",474918,"2021101001","1974",37089,2021-10-10 18:25:23,2,"[2.0, 3.0, 1.0, 4.0]",1,"2","1"
"3024",475202,"2021101001","2095",41341,2021-10-10 18:29:59,3,"[3.0, 1.0, 4.0, 2.0]",1,"3","2"
"3025",475378,"2021101001","2176",41341,2021-10-10 18:31:56,2,"[2.0, 1.0, 4.0, 3.0]",1,"3","2"
"3026",476129,"2021101001","2437",37089,2021-10-10 18:56:10,5,"[5.0, 3.0, 4.0, 2.0, 1.0]",1,"4","3"
"3027",476189,"2021101001","2437",37089,2021-10-10 18:56:11,5,"[5.0, 3.0, 4.0, 1.0, 2.0]",1,"2","1"
"3028",476258,"2021101001","2514",41341,2021-10-10 18:58:22,2,"[2.0, 4.0, 3.0, 1.0]",1,"3","4"
"3029",476395,"2021101001","2540",43791,2021-10-10 18:59:07,4,"[4.0, 4.0, 5.0, 1.0, 2.0]",1,"4","4"
"3030",477037,"2021101001","2821",43791,2021-10-10 19:12:44,2,"[2.0, 1.0, 4.0, 3.0]",1,"2","3"
"3031",477061,"2021101001","2821",43791,2021-10-10 19:12:44,1,"[1.0, 2.0, 4.0, 3.0]",1,"2","1"
"3032",477069,"2021101001","2821",43791,2021-10-10 19:12:44,1,"[1.0, 2.0, 3.0, 4.0]",1,"3","4"
"3033",477453,"2021101001","2958",38542,2021-10-10 19:19:14,3,"[3.0, 1.0, 2.0, 4.0]",1,"2","1"
"3034",477469,"2021101001","2958",38542,2021-10-10 19:19:14,4,"[4.0, 1.0, 2.0, 3.0]",1,"4","3"
"3035",477661,"2021101001","3095",44825,2021-10-10 19:23:10,0,"[4.0, 1.0, 2.0, 3.0]",1,"1","4"
"3036",477950,"2021101001","3117",43791,2021-10-10 19:24:24,5,"[5.0, 3.0, 1.0, 4.0, 2.0]",1,"2","1"
"3037",478021,"2021101001","3316",37089,2021-10-10 19:34:00,1,"[1.0, 2.0, 4.0, 3.0]",1,"4","3"
"3038",478037,"2021101001","3316",37089,2021-10-10 19:34:01,2,"[2.0, 1.0, 4.0, 3.0]",1,"2","1"
"3039",478433,"2021101001","3597",44825,2021-10-10 19:45:05,4,"[4.0, 2.0, 1.0, 3.0]",1,"2","1"
"3040",478525,"2021101001","3630",41341,2021-10-10 19:46:07,2,"[2.0, 3.0, 1.0, 4.0]",1,"2","3"
"3041",478726,"2021101001","3748",43791,2021-10-10 19:49:03,3,"[3.0, 5.0, 2.0, 1.0, 4.0]",1,"3","2"
"3042",478741,"2021101001","3748",43791,2021-10-10 19:49:03,3,"[3.0, 5.0, 1.0, 2.0, 4.0]",1,"2","1"
"3043",479023,"2021101001","3906",40688,2021-10-10 19:54:48,2,"[2.0, 4.0, 1.0, 3.0, 5.0]",1,"1","2"
"3044",479213,"2021101001","3974",41341,2021-10-10 19:56:43,0,"[3.0, 1.0, 2.0, 4.0]",2,"c(""3"", ""1"")","c(""2"", ""4"")"
"3045",479333,"2021101001","4003",38542,2021-10-10 20:00:43,1,"[1.0, 3.0, 4.0, 2.0]",1,"1","2"
"3046",479513,"2021101001","4070",38542,2021-10-10 20:02:48,2,"[2.0, 4.0, 3.0, 1.0]",1,"4","3"
"3047",479709,"2021101001","4116",43378,2021-10-10 20:04:11,1,"[1.0, 4.0, 2.0, 3.0]",1,"1","2"
"3048",480477,"2021101002","403",43316,2021-10-10 17:18:47,0,"[3.0, 1.0, 2.0, 4.0]",2,"c(""3"", ""2"")","c(""1"", ""4"")"
"3049",480677,"2021101002","422",42381,2021-10-10 17:19:30,3,"[3.0, 4.0, 1.0, 2.0]",1,"4","3"
"3050",480749,"2021101002","484",43455,2021-10-10 17:24:00,3,"[3.0, 4.0, 1.0, 2.0]",1,"1","2"
"3051",480981,"2021101002","567",43316,2021-10-10 17:29:09,3,"[3.0, 4.0, 1.0, 2.0]",1,"2","1"
"3052",481017,"2021101002","589",43316,2021-10-10 17:29:53,3,"[3.0, 2.0, 4.0, 1.0]",1,"3","2"
"3053",481069,"2021101002","589",43316,2021-10-10 17:29:55,4,"[4.0, 2.0, 3.0, 1.0]",1,"3","4"
"3054",481361,"2021101002","680",43426,2021-10-10 17:32:44,1,"[1.0, 2.0, 3.0, 4.0]",1,"3","4"
"3055",481385,"2021101002","680",43426,2021-10-10 17:32:45,1,"[1.0, 2.0, 4.0, 3.0]",1,"4","3"
"3056",481501,"2021101002","728",43316,2021-10-10 17:34:06,0,"[2.0, 4.0, 3.0, 1.0]",1,"4","2"
"3057",481817,"2021101002","896",43455,2021-10-10 17:44:12,0,"[2.0, 4.0, 3.0, 1.0]",2,"c(""2"", ""4"")","c(""3"", ""1"")"
"3058",482128,"2021101002","1024",42381,2021-10-10 17:50:50,0,"[4.0, 2.0, 3.0, 1.0, 5.0]",2,"c(""2"", ""5"")","c(""4"", ""3"")"
"3059",482703,"2021101002","1233",43350,2021-10-10 18:00:18,2,"[2.0, 1.0, 5.0, 6.0, 3.0, 4.0]",1,"1","2"
"3060",482841,"2021101002","1296",43426,2021-10-10 18:04:36,2,"[2.0, 1.0, 4.0, 3.0]",1,"3","2"
"3061",483041,"2021101002","1337",42381,2021-10-10 18:06:06,4,"[4.0, 1.0, 3.0, 2.0]",1,"2","1"
"3062",483045,"2021101002","1337",42381,2021-10-10 18:06:06,3,"[3.0, 1.0, 4.0, 2.0]",1,"4","3"
"3063",483429,"2021101002","1529",43455,2021-10-10 18:14:08,3,"[3.0, 2.0, 1.0, 4.0]",1,"1","2"
"3064",483665,"2021101002","1717",43316,2021-10-10 18:22:32,2,"[2.0, 1.0]",1,"1","2"
"3065",483833,"2021101002","1905",43316,2021-10-10 18:44:13,4,"[4.0, 3.0, 1.0, 2.0]",1,"2","3"
"3066",483953,"2021101002","1929",43316,2021-10-10 18:45:00,2,"[2.0, 3.0, 1.0, 4.0]",1,"2","3"
"3067",484333,"2021101002","2168",43455,2021-10-10 18:54:36,4,"[4.0, 1.0, 2.0, 3.0]",1,"4","3"
"3068",484443,"2021101002","2192",43455,2021-10-10 18:55:24,3,"[3.0, 1.0, 5.0, 2.0, 4.0]",1,"3","2"
"3069",484463,"2021101002","2192",43455,2021-10-10 18:55:24,3,"[3.0, 2.0, 5.0, 1.0, 4.0]",1,"2","1"
"3070",484553,"2021101002","2273",42381,2021-10-10 19:00:10,4,"[4.0, 2.0, 3.0, 1.0]",1,"3","2"
"3071",484753,"2021101002","2340",42381,2021-10-10 19:02:49,3,"[3.0, 4.0, 1.0, 2.0]",1,"3","4"
"3072",484971,"2021101002","2452",42381,2021-10-10 19:06:16,1,"[1.0, 2.0, 4.0, 5.0, 3.0]",1,"2","3"
"3073",485065,"2021101002","2474",42381,2021-10-10 19:07:06,1,"[1.0, 4.0, 3.0, 2.0]",1,"3","4"
"3074",485077,"2021101002","2474",42381,2021-10-10 19:07:06,2,"[2.0, 4.0, 3.0, 1.0]",1,"2","1"
"3075",485409,"2021101002","2924",42381,2021-10-10 19:29:20,1,"[1.0, 5.0, 2.0, 4.0, 3.0]",1,"5","4"
"3076",485710,"2021101002","3033",42485,2021-10-10 19:33:01,1,"[1.0, 5.0, 4.0, 3.0, 2.0]",1,"3","2"
"3077",486218,"2021101002","3269",42381,2021-10-10 19:45:00,2,"[2.0, 1.0, 3.0, 4.0]",1,"1","2"
"3078",486238,"2021101002","3269",42381,2021-10-10 19:45:01,2,"[2.0, 1.0, 4.0, 3.0]",1,"4","3"
"3079",486462,"2021101002","3355",42381,2021-10-10 19:48:52,1,"[1.0, 4.0, 3.0, 2.0]",1,"4","3"
"3080",486574,"2021101002","3377",42381,2021-10-10 19:49:30,1,"[1.0, 4.0, 5.0, 3.0, 2.0]",1,"3","4"
"3081",486599,"2021101002","3377",42381,2021-10-10 19:49:30,1,"[1.0, 5.0, 4.0, 3.0, 2.0]",1,"4","5"
"3082",487113,"2021101002","3806",42381,2021-10-10 20:08:03,1,"[1.0, 2.0, 3.0, 5.0, 4.0]",1,"5","4"
"3083",487123,"2021101002","3806",42381,2021-10-10 20:08:03,2,"[2.0, 1.0, 3.0, 5.0, 4.0]",1,"1","2"
"3084",487411,"2021101002","4043",44877,2021-10-10 20:16:44,1,"[1.0, 2.0, 4.0, 3.0]",1,"1","2"
"3085",487828,"2021101003","616",43356,2021-10-10 17:23:19,2,"[2.0, 4.0, 1.0, 5.0, 3.0]",1,"3","4"
"3086",487883,"2021101003","616",43356,2021-10-10 17:23:20,3,"[3.0, 4.0, 1.0, 5.0, 2.0]",1,"3","2"
"3087",487893,"2021101003","616",43356,2021-10-10 17:23:21,3,"[3.0, 4.0, 2.0, 5.0, 1.0]",1,"2","1"
"3088",488104,"2021101003","846",35466,2021-10-10 17:34:59,5,"[5.0, 4.0, 2.0, 1.0, 3.0]",1,"2","1"
"3089",488321,"2021101003","1051",43356,2021-10-10 17:43:37,3,"[3.0, 2.0, 1.0, 5.0, 4.0]",1,"3","2"
"3090",488356,"2021101003","1051",43356,2021-10-10 17:43:38,4,"[4.0, 2.0, 1.0, 5.0, 3.0]",1,"4","3"
"3091",488391,"2021101003","1051",43356,2021-10-10 17:43:38,5,"[5.0, 2.0, 1.0, 5.0, 3.0]",1,"5","5"
"3092",488542,"2021101003","1075",43356,2021-10-10 17:44:16,4,"[4.0, 1.0, 5.0, 2.0, 3.0]",1,"4","3"
"3093",488632,"2021101003","1110",38556,2021-10-10 17:45:17,1,"[1.0, 4.0, 2.0, 5.0, 3.0]",1,"4","5"
"3094",488662,"2021101003","1110",38556,2021-10-10 17:45:17,1,"[1.0, 3.0, 2.0, 5.0, 4.0]",1,"3","4"
"3095",488672,"2021101003","1110",38556,2021-10-10 17:45:18,1,"[1.0, 2.0, 3.0, 5.0, 4.0]",1,"3","2"
"3096",489045,"2021101003","1459",41269,2021-10-10 18:01:04,4,"[4.0, 3.0, 5.0, 1.0, 2.0]",1,"2","3"
"3097",489244,"2021101003","1505",41269,2021-10-10 18:02:29,1,"[1.0, 2.0, 3.0]",1,"1","2"
"3098",489533,"2021101003","1676",38555,2021-10-10 18:10:02,2,"[2.0, 4.0, 2.0, 3.0]",1,"2","2"
"3099",489845,"2021101003","1801",43356,2021-10-10 18:16:31,1,"[1.0, 3.0, 2.0, 4.0]",1,"1","2"
"3100",490041,"2021101003","1874",38556,2021-10-10 18:18:04,4,"[4.0, 1.0, 2.0, 3.0]",1,"1","2"
"3101",490045,"2021101003","1874",38556,2021-10-10 18:18:04,3,"[3.0, 1.0, 2.0, 4.0]",1,"3","4"
"3102",490153,"2021101003","1896",38556,2021-10-10 18:18:47,4,"[4.0, 1.0, 2.0, 3.0]",1,"2","1"
"3103",490253,"2021101003","1920",38556,2021-10-10 18:19:07,4,"[4.0, 1.0, 2.0, 3.0]",1,"2","1"
"3104",490555,"2021101003","2229",38556,2021-10-10 18:47:00,1,"[1.0, 4.0, 2.0, 3.0]",1,"2","3"
"3105",491018,"2021101003","2725",38556,2021-10-10 19:07:55,1,"[1.0, 4.0, 2.0, 3.0]",1,"2","3"
"3106",491058,"2021101003","2725",38556,2021-10-10 19:07:56,2,"[2.0, 4.0, 2.0, 3.0]",1,"2","2"
"3107",491135,"2021101003","2906",44991,2021-10-10 19:16:01,2,"[2.0, 3.0, 1.0]",1,"3","2"
"3108",491218,"2021101003","2972",37308,2021-10-10 19:20:06,4,"[4.0, 2.0, 3.0, 1.0]",1,"2","1"
"3109",491318,"2021101003","2994",38555,2021-10-10 19:20:51,2,"[2.0, 1.0, 4.0, 3.0]",1,"3","2"
"3110",491920,"2021101003","3397",43356,2021-10-10 19:41:27,1,"[1.0, 4.0, 2.0, 3.0]",1,"2","1"
"3111",492028,"2021101003","3420",43356,2021-10-10 19:42:08,1,"[1.0, 3.0, 4.0, 2.0]",1,"1","2"
"3112",492140,"2021101003","3449",43356,2021-10-10 19:42:48,3,"[3.0, 2.0, 1.0, 4.0]",1,"2","3"
