"","...1","gameId","playId","playDescription","quarter","down","yardsToGo","possessionTeam","defensiveTeam","yardlineSide","yardlineNumber","gameClock","preSnapHomeScore","preSnapVisitorScore","passResult","penaltyYards","prePenaltyPlayResult","playResult","foulName1","foulNFLId1","foulName2","foulNFLId2","foulName3","foulNFLId3","absoluteYardlineNumber","offenseFormation","personnelO","defendersInBox","personnelD","dropBackType","pff_playAction","pff_passCoverage","pff_passCoverageType","('blitz', 'mean')","('blitz_class', '')","('npos_list', '')","('stunt', '')","('stunt_class', '')","('4manfront', '')","epa"
"3560",3559,2021100302,1038,"(13:43) (Shotgun) J.Goff pass incomplete short middle to T.Hockenson. PENALTY on CHI-R.Smith, Defensive Pass Interference, 10 yards, enforced at DET 33 - No Play.",2,3,2,"DET","CHI","DET",33,13:43:00,14,0,"I",10,0,10,"Defensive Pass Interference",46077,NA,NA,NA,NA,77,"EMPTY","2 RB, 2 TE, 1 WR",7,"3 DL, 4 LB, 4 DB",NA,0,"Cover-2","Zone",0,0,"[1, 1, 1, 1, 1, 1, 1, 1]",0,0,0,1.31578674470074
"3561",3560,2021100302,1092,"(13:07) (Shotgun) J.Goff pass short left to A.St. Brown to CHI 40 for 6 yards (D.Shelley).",2,1,10,"DET","CHI","CHI",46,13:07:00,14,0,"C",NA,6,6,NA,NA,NA,NA,NA,NA,56,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",1,"Cover-1","Man",0,0,"[1, 1, 1, 1]",0,0,1,0.18830589717254
"3562",3561,2021100302,1137,"(11:42) (Shotgun) J.Goff pass short middle to Q.Cephus to CHI 5 for 33 yards (A.Ogletree). Penalty on CHI-Ja.Johnson, Defensive Holding, declined.",2,3,2,"DET","CHI","CHI",38,11:42:00,14,0,"C",0,33,33,"Defensive Holding",52458,NA,NA,NA,NA,48,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"2 DL, 4 LB, 5 DB","SCRAMBLE",0,"Cover-1","Man",0,0,"[1, 1, 1, 1]",1,2,1,3.02320023387438
"3563",3562,2021100302,1172,"(11:10) (Shotgun) J.Goff pass incomplete short right.",2,1,5,"DET","CHI","CHI",5,11:10:00,14,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,15,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-0","Man",0,0,"[1, 1, 1, 1]",1,4,1,-0.429010683845263
"3564",3563,2021100302,1215,"(10:24) (Shotgun) J.Goff scrambles right tackle to CHI 5 for 2 yards (R.Smith).",2,3,7,"DET","CHI","CHI",7,10:24:00,14,0,"R",NA,2,2,NA,NA,NA,NA,NA,NA,17,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","SCRAMBLE",0,"Red Zone","Other",0,0,"[1, 1, 1, 1]",0,0,1,-1.20633217034629
"3565",3564,2021100302,1236,"(9:39) (Shotgun) J.Goff pass incomplete short middle to D.Swift (A.Ogletree).",2,4,5,"DET","CHI","CHI",5,09:39:00,14,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,15,"SHOTGUN","2 RB, 1 TE, 2 WR",7,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Red Zone","Other",0,0,"[1, 1, 1, 1, 1, 1, 1, 1]",0,0,0,-2.61884237691993
"3566",3565,2021100302,1342,"(8:14) (Shotgun) J.Fields pass incomplete short right to D.Mooney [D.Marlowe].",2,3,8,"CHI","DET","CHI",7,08:14:00,14,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,17,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"1 DL, 4 LB, 6 DB","TRADITIONAL",0,"Cover-1","Man",1,7,"[1, 2, 1, 2, 1, 1]",1,9,0,-0.808421603171155
"3567",3566,2021100302,1469,"(6:12) J.Goff pass incomplete deep left to Q.Cephus.",2,2,8,"DET","CHI","CHI",40,06:12:00,14,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,50,"SINGLEBACK","2 RB, 1 TE, 2 WR",7,"2 DL, 4 LB, 5 DB","DESIGNED_ROLLOUT_LEFT",1,"Cover-3","Zone",0,0,"[1, 1, 1, 1]",0,0,1,-0.686117954319343
"3568",3567,2021100302,1491,"(6:06) (Shotgun) J.Goff pass incomplete short left to K.Raymond (K.Mack). PENALTY on CHI-K.Mack, Roughing the Passer, 15 yards, enforced at CHI 40 - No Play.",2,3,8,"DET","CHI","CHI",40,06:06:00,14,0,"I",15,0,15,"Roughing the Passer",41231,NA,NA,NA,NA,50,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 3 LB, 6 DB",NA,0,"Cover-1","Man",0,0,"[1, 1, 1, 1]",0,0,1,2.03037793573458
"3569",3568,2021100302,1557,"(5:26) (Shotgun) J.Goff pass incomplete deep middle to K.Raymond.",2,2,11,"DET","CHI","CHI",26,05:26:00,14,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,36,"EMPTY","2 RB, 1 TE, 2 WR",5,"3 DL, 4 LB, 4 DB","TRADITIONAL",0,"Quarters","Zone",0,0,"[1, 1, 1, 1]",0,0,1,-0.573753961361945
"3570",3569,2021100302,1579,"(5:21) (Shotgun) J.Goff pass deep middle to A.St. Brown to CHI 9 for 17 yards (D.Shelley) [K.Mack].",2,3,11,"DET","CHI","CHI",26,05:21:00,14,0,"C",NA,17,17,NA,NA,NA,NA,NA,NA,36,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"2 DL, 3 LB, 6 DB","TRADITIONAL",0,"Cover-1","Man",0,0,"[1, 1, 1, 1]",0,0,1,2.24068254441954
"3571",3570,2021100302,1645,"(3:09) (Shotgun) J.Goff sacked at CHI 12 for -9 yards (R.Quinn). FUMBLES (R.Quinn), RECOVERED by CHI-K.Mack at CHI 20. K.Mack to CHI 32 for 12 yards. Lateral to E.Jackson to CHI 43 for 11 yards (A.St. Brown). The Replay Official reviewed the backward pass ruling, and the play was REVERSED. (Shotgun) J.Goff sacked at CHI 12 for -9 yards (R.Quinn). FUMBLES (R.Quinn), touched at CHI 17, RECOVERED by CHI-K.Mack at CHI 20. K.Mack to CHI 43 for 23 yards (A.St. Brown). PENALTY on CHI-K.Mack, Illegal Forward Pass, 5 yards, enforced at CHI 28.",2,3,3,"DET","CHI","CHI",3,03:09:00,14,0,"S",5,-14,-20,"Illegal Forward Pass",41231,NA,NA,NA,NA,13,"EMPTY","0 RB, 1 TE, 4 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-0","Man",0,0,"[1, 1, 1, 1]",0,0,1,-5.38694036618108
"3572",3571,2021100302,1701,"(2:59) J.Fields pass incomplete deep right to C.Kmet.",2,1,10,"CHI","DET","CHI",23,02:59:00,14,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,33,"SINGLEBACK","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","SCRAMBLE",1,"Cover-3","Zone",1,5,"[2, 1, 1, 1, 1]",0,0,0,-0.161314738448709
"3573",3572,2021100302,1811,"(2:09) (Shotgun) J.Fields pass short middle to A.Robinson to CHI 41 for 8 yards (W.Harris).",2,1,10,"CHI","DET","CHI",33,02:09:00,14,0,"C",NA,8,8,NA,NA,NA,NA,NA,NA,43,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"3 DL, 4 LB, 4 DB","TRADITIONAL",0,"Cover-1","Man",1,2,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1,0,0.115728713804856
"3574",3573,2021100302,1875,"(1:40) (No Huddle, Shotgun) J.Fields pass incomplete short right to M.Goodwin.",2,1,10,"CHI","DET","CHI",43,01:40:00,14,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,53,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",0,0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,0,0,-0.338036641129293
"3575",3574,2021100302,1933,"(1:09) (No Huddle, Shotgun) J.Fields pass short middle intended for D.Mooney INTERCEPTED by A.Oruwariye (J.Reeves-Maybin) at DET 39. A.Oruwariye to DET 39 for no gain (D.Mooney).",2,3,2,"CHI","DET","DET",49,01:09:00,14,0,"IN",NA,0,0,NA,NA,NA,NA,NA,NA,61,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",0,0,"[1, 1, 1, 1]",0,0,1,-2.96318749792408
"3576",3575,2021100302,1959,"(1:01) (Shotgun) J.Goff pass incomplete short left to T.Hockenson.",2,1,10,"DET","CHI","DET",39,01:01:00,14,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,71,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-6","Zone",0,0,"[1, 1, 1, 1]",1,4,1,-0.24601644318318
"3577",3576,2021100302,2054,"(:50) (Shotgun) J.Goff pass incomplete deep left to A.St. Brown.",2,3,9,"DET","CHI","DET",40,00:50:00,14,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,70,"SHOTGUN","1 RB, 1 TE, 3 WR",4,"2 DL, 3 LB, 6 DB","TRADITIONAL",0,"Cover-1","Man",0,0,"[1, 1, 1, 1, 1, 1, 1, 1]",0,0,0,-0.700492805044632
"3578",3577,2021100302,2216,"(13:37) (Shotgun) J.Goff pass incomplete deep left to T.Hockenson (D.Shelley) [R.Quinn].",3,3,2,"DET","CHI","DET",29,13:37:00,14,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,81,"EMPTY","1 RB, 2 TE, 2 WR",6,"2 DL, 3 LB, 6 DB","TRADITIONAL",0,"Cover-1","Man",0,0,"[1, 1, 1, 1]",0,0,1,-1.70257055293769
"3579",3578,2021100302,2336,"(12:11) J.Fields pass deep middle to A.Robinson to DET 37 for 28 yards (D.Marlowe; B.Price).",3,1,10,"CHI","DET","CHI",35,12:11:00,14,0,"C",NA,28,28,NA,NA,NA,NA,NA,NA,45,"I_FORM","1 RB, 2 TE, 2 WR",6,"3 DL, 4 LB, 4 DB","TRADITIONAL",1,"Cover-6","Zone",0,0,"[1, 1, 1, 1]",0,0,1,1.78763737797271
"3580",3579,2021100302,2382,"(10:54) (Shotgun) J.Fields pass deep right to D.Mooney ran ob at DET 4 for 32 yards.",3,2,9,"CHI","DET","DET",36,10:54:00,14,0,"C",NA,32,32,NA,NA,NA,NA,NA,NA,74,"SHOTGUN","1 RB, 2 TE, 2 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Quarters","Zone",0,0,"[1, 1, 1, 1, 1, 1, 1, 1]",0,0,0,2.80134646309307
"3581",3580,2021100302,2471,"(10:29) (Shotgun) J.Goff pass short middle to Q.Cephus to DET 40 for 20 yards (R.Smith). Penalty on CHI-A.Blackson, Illegal Use of Hands, declined.",3,1,10,"DET","CHI","DET",20,10:29:00,21,0,"C",0,20,20,"Illegal Use of Hands",42443,NA,NA,NA,NA,90,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-6","Zone",0,0,"[1, 1, 1, 1]",1,3,1,1.33348084660247
"3582",3581,2021100302,2506,"(9:59) (Shotgun) J.Goff pass incomplete short left to D.Swift. PENALTY on DET-A.St. Brown, Offensive Pass Interference, 10 yards, enforced at DET 40 - No Play.",3,1,10,"DET","CHI","DET",40,09:59:00,21,0,"I",-10,0,-10,"Offensive Pass Interference",53541,NA,NA,NA,NA,70,"PISTOL","1 RB, 1 TE, 3 WR",5,"2 DL, 4 LB, 5 DB",NA,0,"Cover-6","Zone",0,0,"[1, 1, 1, 1]",0,0,1,-0.853839141782373
"3583",3582,2021100302,2561,"(9:48) (Shotgun) J.Goff pass short right to T.Hockenson to DET 41 for 11 yards (D.Bush).",3,2,20,"DET","CHI","DET",30,09:48:00,21,0,"C",NA,11,11,NA,NA,NA,NA,NA,NA,80,"SHOTGUN","1 RB, 2 TE, 2 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-6","Zone",0,0,"[1, 1, 1, 1]",0,0,1,0.204531197901815
"3584",3583,2021100302,2585,"(9:08) (Shotgun) J.Goff sacked at DET 35 for -6 yards (K.Mack).",3,3,9,"DET","CHI","DET",41,09:08:00,21,0,"S",NA,-6,-6,NA,NA,NA,NA,NA,NA,69,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 3 LB, 6 DB","TRADITIONAL",0,"Quarters","Zone",1,5,"[1, 1, 1, 1, 2]",1,2,0,-1.79766327189282
"3585",3584,2021100302,2691,"(6:55) (Shotgun) J.Fields pass incomplete short left to M.Goodwin [C.Harris].",3,3,4,"CHI","DET","CHI",15,06:55:00,21,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,25,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",0,0,"[1, 1, 1, 1]",0,0,1,-1.48817047616467
"3586",3585,2021100302,2750,"(6:41) (Shotgun) J.Goff pass short middle to T.Hockenson to CHI 22 for 22 yards (E.Jackson).",3,1,10,"DET","CHI","CHI",44,06:41:00,21,0,"C",NA,22,22,NA,NA,NA,NA,NA,NA,54,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",1,"Cover-1","Man",0,0,"[1, 1, 1, 1]",0,0,1,1.5836647010874
"3587",3586,2021100302,2774,"(6:02) (Shotgun) J.Goff pass short right to A.St. Brown to CHI 17 for 5 yards (D.Bush).",3,1,10,"DET","CHI","CHI",22,06:02:00,21,0,"C",NA,5,5,NA,NA,NA,NA,NA,NA,32,"EMPTY","2 RB, 1 TE, 2 WR",6,"3 DL, 4 LB, 4 DB","TRADITIONAL",0,"Quarters","Zone",1,2,"[1, 2, 1, 1, 1, 1, 1, 1, 1, 1]",1,10,0,0.12812533165561
"3588",3587,2021100302,2798,"(5:23) (Shotgun) J.Goff pass short right to Q.Cephus pushed ob at CHI 8 for 9 yards (A.Ogletree).",3,2,5,"DET","CHI","CHI",17,05:23:00,21,0,"C",NA,9,9,NA,NA,NA,NA,NA,NA,27,"EMPTY","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",0,0,"[1, 1, 1, 1]",1,4,1,0.728577401430812
"3589",3588,2021100302,2940,"(3:19) J.Fields pass short right to C.Kmet ran ob at CHI 31 for 6 yards.",3,1,10,"CHI","DET","CHI",25,03:19:00,21,7,"C",NA,6,6,NA,NA,NA,NA,NA,NA,35,"SINGLEBACK","1 RB, 2 TE, 2 WR",6,"2 DL, 4 LB, 5 DB","SCRAMBLE_ROLLOUT_RIGHT",1,"Cover-2","Zone",1,10,"[1, 1, 1, 1]",0,0,1,0.216961739119142
"3590",3589,2021100302,2992,"(2:01) J.Fields pass deep right to A.Robinson pushed ob at DET 18 for 27 yards (A.Oruwariye; W.Harris). Detroit challenged the pass completion ruling, and the play was Upheld. The ruling on the field stands. (Timeout #1 at 01:56.)",3,1,10,"CHI","DET","DET",45,02:01:00,21,7,"C",NA,27,27,NA,NA,NA,NA,NA,NA,65,"SINGLEBACK","1 RB, 2 TE, 2 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",1,"Cover-2","Zone",1,4,"[1, 1, 1, 1, 1, 1, 1]",0,0,0,1.62461054127198
"3591",3590,2021100302,3108,"(:19) (Shotgun) J.Fields pass incomplete short right to C.Kmet [A.Anzalone].",3,3,7,"CHI","DET","DET",15,00:19:00,21,7,"I",NA,0,0,NA,NA,NA,NA,NA,NA,95,"SHOTGUN","1 RB, 2 TE, 2 WR",5,"1 DL, 5 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",1,5,"[1, 1, 2, 1, 1]",1,10,0,-1.20040443982167
"3592",3591,2021100302,3191,"(:03) (Shotgun) J.Goff pass incomplete deep left to T.Hockenson.",3,1,10,"DET","CHI","DET",25,00:03:00,24,7,"I",NA,0,0,NA,NA,NA,NA,NA,NA,85,"SHOTGUN","1 RB, 2 TE, 2 WR",6,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",1,2,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,0,0,-0.560629293788224
"3593",3592,2021100302,3232,"(15:00) (Shotgun) J.Goff pass short left to D.Swift to DET 36 for 11 yards (R.Smith). Penalty on CHI-R.Quinn, Defensive Offside, declined.",4,2,10,"DET","CHI","DET",25,15:00:00,24,7,"C",0,11,11,"Defensive Offside",37087,NA,NA,NA,NA,35,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-6","Zone",0,0,"[1, 1, 1, 1, 1, 1, 1, 1]",0,0,0,1.27103635156527
"3594",3593,2021100302,3288,"(13:53) J.Goff pass short left to D.Swift to DET 48 for 9 yards (D.Shelley).",4,2,7,"DET","CHI","DET",39,13:53:00,24,7,"C",NA,9,9,NA,NA,NA,NA,NA,NA,49,"SINGLEBACK","1 RB, 2 TE, 2 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",1,"Cover-6","Zone",0,0,"[1, 1, 1, 1]",0,0,1,1.13891777582467
"3595",3594,2021100302,3312,"(13:15) (Shotgun) J.Goff sacked at DET 38 for -10 yards (T.Gipson).",4,1,10,"DET","CHI","DET",48,13:15:00,24,7,"S",NA,-10,-10,NA,NA,NA,NA,NA,NA,58,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",1,10,"[1, 1, 2, 1]",0,0,0,-1.54553778492846
"3596",3595,2021100302,3331,"(12:31) (Shotgun) J.Goff pass deep right to A.St. Brown ran ob at CHI 38 for 24 yards.",4,2,20,"DET","CHI","DET",38,12:31:00,24,7,"C",NA,24,24,NA,NA,NA,NA,NA,NA,48,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 3 LB, 6 DB","TRADITIONAL",0,"Cover-6","Zone",0,0,"[1, 1, 1, 1]",0,0,1,2.52908218407538
"3597",3596,2021100302,3360,"(11:58) (Shotgun) J.Goff pass short middle to K.Hodge to CHI 25 for 13 yards (Ja.Johnson).",4,1,10,"DET","CHI","CHI",38,11:58:00,24,7,"C",NA,13,13,NA,NA,NA,NA,NA,NA,72,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 3 LB, 6 DB","TRADITIONAL",0,"Cover-3","Zone",0,0,"[1, 1, 1, 1]",0,0,1,0.905665018013678
"3598",3597,2021100302,3384,"(11:21) (Shotgun) J.Goff pass deep middle to K.Raymond for 25 yards, TOUCHDOWN.",4,1,10,"DET","CHI","CHI",25,11:21:00,24,7,"C",NA,25,25,NA,NA,NA,NA,NA,NA,85,"EMPTY","2 RB, 1 TE, 2 WR",5,"3 DL, 4 LB, 4 DB","TRADITIONAL",0,"Quarters","Zone",0,0,"[1, 1, 1]",0,0,0,2.98780228639953
"3599",3598,2021100302,3524,"(10:06) J.Fields sacked at CHI 33 for -10 yards (C.Harris). FUMBLES (C.Harris) [C.Harris], touched at CHI 29, and recovers at CHI 19. J.Fields to CHI 19 for no gain (A.Bryant).",4,1,10,"CHI","DET","CHI",43,10:06:00,24,14,"S",NA,-24,-24,NA,NA,NA,NA,NA,NA,67,"SINGLEBACK","1 RB, 2 TE, 2 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",1,"Cover-3","Zone",0,0,"[1, 1, 1, 1]",0,0,1,-2.55032441858202
"3600",3599,2021100302,3640,"(7:31) (Shotgun) J.Goff sacked at DET 26 for -8 yards (R.Smith).",4,1,10,"DET","CHI","DET",34,07:31:00,24,14,"S",NA,-8,-8,NA,NA,NA,NA,NA,NA,44,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-6","Zone",1,10,"[1, 1, 1, 1, 1, 1, 2, 1]",0,0,0,-1.3046286306344
"3601",3600,2021100302,3752,"(6:17) (No Huddle, Shotgun) J.Goff pass short left to T.Benson to CHI 43 for 3 yards (D.Shelley).",4,2,4,"DET","CHI","CHI",46,06:17:00,24,14,"C",NA,3,3,NA,NA,NA,NA,NA,NA,64,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",0,0,"[1, 1, 1, 1]",0,0,1,-0.128453413955867
"3602",3601,2021100302,3773,"(5:55) (No Huddle, Shotgun) J.Goff pass incomplete deep middle to K.Raymond.",4,3,1,"DET","CHI","CHI",43,05:55:00,24,14,"I",NA,0,0,NA,NA,NA,NA,NA,NA,67,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",1,10,"[1, 2, 1, 1]",1,5,0,-1.34871880628634
"3603",3602,2021100302,3795,"(5:48) (Shotgun) J.Goff pass short left to A.St. Brown pushed ob at CHI 34 for 9 yards (E.Jackson). Penalty on CHI-E.Goldman, Defensive Offside, declined.",4,4,1,"DET","CHI","CHI",43,05:48:00,24,14,"C",0,9,9,"Defensive Offside",42382,NA,NA,NA,NA,67,"EMPTY","1 RB, 1 TE, 3 WR",4,"2 DL, 3 LB, 6 DB","TRADITIONAL",0,"Cover-1","Man",0,0,"[1, 1, 1, 1]",0,0,1,2.26923063513823
"3604",3603,2021100302,3860,"(5:26) (Shotgun) J.Goff pass short middle to D.Swift to CHI 26 for 8 yards (D.Houston-Carson).",4,1,10,"DET","CHI","CHI",34,05:26:00,24,14,"C",NA,8,8,NA,NA,NA,NA,NA,NA,76,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 3 LB, 6 DB","TRADITIONAL",0,"Cover-6","Zone",0,0,"[1, 1, 1, 1]",0,0,1,0.549094580288511
"3605",3604,2021100302,3915,"(4:50) (No Huddle, Shotgun) J.Goff pass incomplete deep right to T.Benson.",4,1,10,"DET","CHI","CHI",17,04:50:00,24,14,"I",NA,0,0,NA,NA,NA,NA,NA,NA,93,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"2 DL, 3 LB, 6 DB","TRADITIONAL",0,"Cover-3","Zone",1,10,"[1, 2, 1, 1]",1,6,0,-0.420311858644709
"3606",3605,2021100302,3946,"(4:44) (Shotgun) J.Goff pass incomplete short left to T.Hockenson.",4,2,10,"DET","CHI","CHI",17,04:44:00,24,14,"I",NA,0,0,NA,NA,NA,NA,NA,NA,93,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",1,"Cover-3","Zone",0,0,"[1, 1, 1, 1]",0,0,1,-0.723429622070398
"3607",3606,2021100302,3982,"(4:40) (Shotgun) J.Goff pass short middle to A.St. Brown to CHI 8 for 9 yards (D.Shelley).",4,3,10,"DET","CHI","CHI",17,04:40:00,24,14,"C",NA,9,9,NA,NA,NA,NA,NA,NA,93,"EMPTY","1 RB, 1 TE, 3 WR",5,"2 DL, 3 LB, 6 DB","TRADITIONAL",0,"Cover-1","Man",0,0,"[1, 1, 1, 1]",1,5,1,0.256459694704972
"3608",3607,2021100302,4006,"(4:19) (No Huddle, Shotgun) J.Goff pass incomplete short left to A.St. Brown [A.Blackson].",4,4,1,"DET","CHI","CHI",8,04:19:00,24,14,"I",NA,0,0,NA,NA,NA,NA,NA,NA,102,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 3 LB, 6 DB","TRADITIONAL",0,"Red Zone","Other",1,7,"[1, 1, 1, 2, 2, 1]",0,0,0,-3.65072965167928
"3609",3608,2021100302,4116,"(2:36) (Shotgun) J.Fields pass short right to A.Robinson to CHI 42 for 6 yards (A.Oruwariye). PENALTY on DET-A.Oruwariye, Defensive Pass Interference, 6 yards, enforced at CHI 36 - No Play.",4,3,5,"CHI","DET","CHI",36,02:36:00,24,14,"C",6,6,6,"Defensive Pass Interference",47929,NA,NA,NA,NA,74,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"3 DL, 3 LB, 5 DB",NA,0,"Cover-0","Man",0,0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,0,0,0.949564285401721
"3610",3609,2021100303,111,"(13:50) (No Huddle, Shotgun) D.Prescott pass incomplete short left to D.Schultz (F.Luvu).",1,3,6,"DAL","CAR","DAL",29,13:50:00,0,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,39,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",1,2,"[1, 1, 1, 1, 1]",1,9,0,-1.60498967859894
"3611",3610,2021100303,173,"(12:57) (Shotgun) S.Darnold pass incomplete short left to R.Anderson (A.Brown). Pass incomplete on a quick slant.",1,2,6,"CAR","DAL","CAR",24,12:57:00,0,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,86,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",0,0,"[1, 1, 1, 1]",0,0,1,-0.823409668169916
"3612",3611,2021100303,199,"(12:54) (Shotgun) S.Darnold sacked at CAR 16 for -8 yards (R.Gregory).",1,3,6,"CAR","DAL","CAR",24,12:54:00,0,0,"S",NA,-8,-8,NA,NA,NA,NA,NA,NA,86,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"4 DL, 1 LB, 6 DB","TRADITIONAL",0,"Cover-3","Zone",1,2,"[1, 1, 1, 1, 1]",1,1,0,-2.09211667766795
"3613",3612,2021100303,274,"(11:45) (No Huddle, Shotgun) D.Prescott pass short left to N.Brown to CAR 42 for 9 yards (D.Jackson; S.Chandler). PENALTY on DAL-D.Schultz, Offensive Pass Interference, 10 yards, enforced at DAL 49 - No Play.",1,1,10,"DAL","CAR","DAL",49,11:45:00,0,0,"C",-10,9,-10,"Offensive Pass Interference",46206,NA,NA,NA,NA,59,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB",NA,0,"Cover-1","Man",1,2,"[1, 1, 1, 1, 1]",0,0,0,-0.842610507737845
"3614",3613,2021100303,370,"(10:22) (No Huddle) D.Prescott pass short right to D.Schultz to CAR 20 for 18 yards (R.Melvin).",1,1,10,"DAL","CAR","CAR",38,10:22:00,0,0,"C",NA,18,18,NA,NA,NA,NA,NA,NA,72,"SINGLEBACK","1 RB, 2 TE, 2 WR",7,"3 DL, 3 LB, 5 DB","TRADITIONAL",1,"Cover-3","Zone",0,0,"[1, 1, 1, 1]",0,0,1,1.17260718671605
"3615",3614,2021100303,463,"(7:35) (Shotgun) D.Prescott pass incomplete short left to D.Schultz (S.Franklin).",1,2,1,"DAL","CAR","CAR",1,07:35:00,0,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,109,"SHOTGUN","6 OL, 1 RB, 3 TE, 0 WR",7,"5 DL, 3 LB, 3 DB","DESIGNED_ROLLOUT_LEFT",0,"Cover-0","Man",1,2,"[1, 1, 1, 1, 1]",0,0,0,-0.345265597279649
"3616",3615,2021100303,559,"(6:50) S.Darnold pass incomplete deep left to Dj.Moore. Pass incomplete on a deep go route; ball landed at the 14 yard line.",1,1,10,"CAR","DAL","CAR",39,06:50:00,7,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,71,"SINGLEBACK","1 RB, 2 TE, 2 WR",7,"4 DL, 3 LB, 4 DB","TRADITIONAL",1,"Cover-1","Man",0,0,"[1, 1, 1, 1]",0,0,1,-0.524132617050782
