"","...1","gameplayId","nflId","time","team","pff_positionLinedUp","zone","relative_location","stunt","all_front","all_back"
"482",72998,"2021091208_649",43292,2021-09-12 17:29:35,"LAC","LEO",12,"(3, 1)",1,"3","4"
"483",73214,"2021091208_764",43373,2021-09-12 17:35:16,"WAS","SCBL",14,"(1, 1)",1,"3","2"
"484",73338,"2021091208_920",42559,2021-09-12 17:43:48,"LAC","DLT",13,"(1, 1)",1,"2","1"
"485",73418,"2021091208_974",43292,2021-09-12 17:45:26,"LAC","LEO",14,"(2, 1)",1,"2","1"
"486",73434,"2021091208_974",43292,2021-09-12 17:45:26,"LAC","LEO",13,"(2, 1)",1,"3","4"
"487",73518,"2021091208_996",43292,2021-09-12 17:46:03,"LAC","LEO",14,"(1, 1)",1,"4","3"
"488",73671,"2021091208_1145",43441,2021-09-12 17:51:59,"WAS","DLT",13,"(5, 2)",1,"2","3"
"489",73706,"2021091208_1145",43441,2021-09-12 17:51:59,"WAS","DLT",14,"(5, 1)",1,"4","3"
"490",73751,"2021091208_1145",43441,2021-09-12 17:52:00,"WAS","DLT",13,"(5, 1)",1,"2","1"
"491",73851,"2021091208_1190",43441,2021-09-12 17:53:14,"WAS","DLT",12,"(5, 1)",1,"4","5"
"492",73861,"2021091208_1190",43441,2021-09-12 17:53:14,"WAS","DLT",13,"(5, 1)",1,"2","3"
"493",73958,"2021091208_1214",43441,2021-09-12 17:53:51,"WAS","DLT",9,"(4, 1)",1,"3","4"
"494",74146,"2021091208_1304",44829,2021-09-12 17:56:24,"WAS","RE",1,"(3, 1)",1,"3","2"
"495",74242,"2021091208_1367",35485,2021-09-12 18:00:47,"LAC","NT",9,"(2, 1)",1,"3","4"
"496",74370,"2021091208_1453",43292,2021-09-12 18:06:19,"LAC","LEO",13,"(1, 1)",1,"4","3"
"497",74390,"2021091208_1453",43292,2021-09-12 18:06:19,"LAC","LEO",11,"(1, 1)",1,"3","2"
"498",74400,"2021091208_1453",43292,2021-09-12 18:06:19,"LAC","LEO",10,"(2, 1)",1,"2","1"
"499",74540,"2021091208_1545",39998,2021-09-12 18:09:09,"WAS","LILB",12,"(4, 1)",1,"3","4"
"500",74600,"2021091208_1545",39998,2021-09-12 18:09:10,"WAS","LILB",13,"(5, 1)",1,"4","5"
"501",74847,"2021091208_1675",43441,2021-09-12 18:12:34,"WAS","NLT",12,"(4, 1)",1,"1","2"
"502",74882,"2021091208_1675",43441,2021-09-12 18:12:35,"WAS","NLT",1,"(5, 1)",1,"4","5"
"503",75203,"2021091208_1988",44829,2021-09-12 18:22:22,"WAS","DRT",1,"(1, 1)",1,"2","1"
"504",75311,"2021091208_2010",44829,2021-09-12 18:23:07,"WAS","DRT",8,"(2, 1)",1,"3","4"
"505",75411,"2021091208_2046",44829,2021-09-12 18:24:45,"WAS","RE",2,"(1, 1)",1,"2","1"
"506",75595,"2021091208_2185",42559,2021-09-12 18:28:56,"LAC","LE",10,"(1, 1)",1,"2","1"
"507",75607,"2021091208_2185",42559,2021-09-12 18:28:56,"LAC","LE",11,"(1, 1)",1,"3","4"
"508",75791,"2021091208_2322",35485,2021-09-12 18:45:27,"LAC","NT",7,"(3, 1)",1,"2","1"
"509",76019,"2021091208_2428",35485,2021-09-12 18:48:24,"LAC","NT",5,"(2, 1)",1,"3","4"
"510",76115,"2021091208_2482",42559,2021-09-12 18:49:44,"LAC","RE",9,"(3, 1)",1,"2","1"
"511",76401,"2021091208_2692",43441,2021-09-12 18:57:49,"WAS","NLT",11,"(2, 1)",1,"3","4"
"512",76481,"2021091208_2714",42376,2021-09-12 18:58:26,"WAS","SCBR",1,"(4, 2)",1,"2","3"
"513",76586,"2021091208_2761",39998,2021-09-12 18:59:57,"WAS","RILB",6,"(3, 1)",1,"4","3"
"514",76631,"2021091208_2761",39998,2021-09-12 18:59:58,"WAS","RILB",8,"(3, 1)",1,"1","2"
"515",76995,"2021091208_3166",35485,2021-09-12 19:11:45,"LAC","DLT",10,"(4, 1)",1,"2","4"
"516",77003,"2021091208_3166",35485,2021-09-12 19:11:45,"LAC","DLT",1,"(3, 1)",1,"4","3"
"517",77111,"2021091208_3331",42559,2021-09-12 19:20:14,"LAC","LE",7,"(3, 1)",1,"4","5"
"518",77206,"2021091208_3375",43441,2021-09-12 19:21:45,"WAS","DLT",1,"(4, 2)",1,"3","2"
"519",77431,"2021091208_3442",43441,2021-09-12 19:23:38,"WAS","LE",14,"(3, 1)",1,"1","2"
"520",77815,"2021091208_3850",43292,2021-09-12 19:40:44,"LAC","LOLB",14,"(1, 1)",1,"3","2"
"521",79057,"2021091209_265",40051,2021-09-12 20:33:07,"KC","LEO",14,"(1, 1)",1,"3","2"
"522",79253,"2021091209_490",38667,2021-09-12 20:43:21,"CLE","RE",1,"(2, 1)",1,"3","4"
"523",79257,"2021091209_490",38667,2021-09-12 20:43:21,"CLE","RE",1,"(1, 1)",1,"1","2"
"524",79722,"2021091209_677",38667,2021-09-12 20:51:43,"CLE","LE",13,"(4, 1)",1,"3","4"
"525",79806,"2021091209_710",38667,2021-09-12 20:52:35,"CLE","DLT",14,"(4, 1)",1,"3","4"
"526",79902,"2021091209_768",40051,2021-09-12 20:57:17,"KC","LEO",14,"(1, 1)",1,"3","2"
"527",80302,"2021091209_1085",38667,2021-09-12 21:13:20,"CLE","LE",12,"(2, 1)",1,"3","4"
"528",80393,"2021091209_1142",38667,2021-09-12 21:14:44,"CLE","DLT",7,"(4, 1)",1,"3","4"
"529",80413,"2021091209_1142",38667,2021-09-12 21:14:44,"CLE","DLT",6,"(4, 1)",1,"2","1"
"530",80438,"2021091209_1142",38667,2021-09-12 21:14:45,"CLE","DLT",5,"(4, 1)",1,"3","2"
"531",80523,"2021091209_1166",41227,2021-09-12 21:15:26,"CLE","LEO",14,"(1, 1)",1,"3","4"
"532",80656,"2021091209_1212",37317,2021-09-12 21:16:55,"CLE","LILB",8,"(3, 1)",1,"2","3"
"533",80721,"2021091209_1212",37317,2021-09-12 21:16:56,"CLE","LILB",2,"(3, 1)",1,"2","1"
"534",81525,"2021091209_1672",38667,2021-09-12 21:37:20,"CLE","DLT",14,"(1, 2)",1,"2","3"
"535",81653,"2021091209_1694",38667,2021-09-12 21:37:58,"CLE","DRT",6,"(3, 1)",1,"2","1"
"536",82201,"2021091209_1938",40051,2021-09-12 21:51:32,"KC","LEO",14,"(4, 1)",1,"2","1"
"537",82369,"2021091209_2124",38667,2021-09-12 22:11:08,"CLE","LE",10,"(3, 1)",1,"2","3"
"538",82728,"2021091209_2293",38667,2021-09-12 22:15:53,"CLE","DRT",6,"(4, 2)",1,"3","2"
"539",82738,"2021091209_2293",38667,2021-09-12 22:15:53,"CLE","DRT",8,"(3, 2)",1,"3","4"
"540",82748,"2021091209_2293",38667,2021-09-12 22:15:53,"CLE","DRT",9,"(2, 1)",1,"2","3"
"541",82965,"2021091209_2364",43411,2021-09-12 22:17:56,"CLE","DRT",3,"(3, 1)",1,"2","1"
"542",83126,"2021091209_2587",38667,2021-09-12 22:30:56,"CLE","DLT",14,"(1, 2)",1,"5","4"
"543",83166,"2021091209_2587",38667,2021-09-12 22:30:57,"CLE","DLT",14,"(1, 1)",1,"3","2"
"544",83464,"2021091209_2777",38667,2021-09-12 22:36:17,"CLE","DRT",4,"(3, 1)",1,"3","2"
"545",84016,"2021091209_3149",43326,2021-09-12 22:59:00,"KC","LEO",10,"(2, 1)",1,"2","1"
"546",84216,"2021091209_3192",40051,2021-09-12 23:00:20,"KC","LEO",14,"(1, 1)",1,"2","3"
"547",84499,"2021091209_3435",40051,2021-09-12 23:11:29,"KC","RILB",2,"(5, 1)",1,"4","3"
"548",84590,"2021091209_3510",38667,2021-09-12 23:15:55,"CLE","LE",14,"(4, 1)",1,"2","1"
"549",84615,"2021091209_3510",38667,2021-09-12 23:15:56,"CLE","LE",14,"(5, 1)",1,"4","5"
"550",84725,"2021091209_3534",38667,2021-09-12 23:16:39,"CLE","RE",3,"(3, 1)",1,"3","2"
"551",84781,"2021091209_3617",38667,2021-09-12 23:19:18,"CLE","DRT",3,"(3, 2)",1,"1","2"
"552",84817,"2021091209_3617",38667,2021-09-12 23:19:19,"CLE","DRT",6,"(4, 2)",1,"4","3"
"553",84841,"2021091209_3617",38667,2021-09-12 23:19:19,"CLE","DRT",7,"(4, 1)",1,"5","6"
"554",84883,"2021091209_3617",38667,2021-09-12 23:19:20,"CLE","DRT",9,"(4, 1)",1,"2","1"
"555",84987,"2021091209_3639",38667,2021-09-12 23:20:02,"CLE","RE",3,"(1, 1)",1,"2","1"
"556",85267,"2021091209_3793",41502,2021-09-12 23:26:18,"KC","ROLB",5,"(2, 1)",1,"3","2"
"557",85292,"2021091209_3793",41502,2021-09-12 23:26:18,"KC","ROLB",7,"(2, 1)",1,"5","5"
"558",85387,"2021091210_146",42370,2021-09-12 20:28:46,"MIA","RCB",5,"(2, 1)",1,"2","1"
"559",85486,"2021091210_200",43321,2021-09-12 20:32:36,"MIA","LEO",14,"(4, 1)",1,"3","2"
"560",85824,"2021091210_574",40030,2021-09-12 20:46:34,"MIA","NRT",14,"(2, 1)",1,"3","4"
"561",85829,"2021091210_574",40030,2021-09-12 20:46:35,"MIA","NRT",14,"(2, 1)",1,"3","5"
"562",85839,"2021091210_574",40030,2021-09-12 20:46:32,"MIA","NRT",6,"(2, 2)",1,"3","5"
"563",86030,"2021091210_726",38555,2021-09-12 20:51:50,"NE","LOLB",14,"(3, 1)",1,"2","1"
"564",86060,"2021091210_726",38555,2021-09-12 20:51:50,"NE","LOLB",13,"(2, 1)",1,"3","2"
"565",86100,"2021091210_865",40030,2021-09-12 20:57:49,"MIA","NT",7,"(2, 1)",1,"3","4"
"566",86175,"2021091210_865",40030,2021-09-12 20:57:51,"MIA","NT",6,"(3, 1)",1,"2","3"
"567",86312,"2021091210_953",40030,2021-09-12 21:02:04,"MIA","NT",5,"(4, 1)",1,"3","2"
"568",86357,"2021091210_953",40030,2021-09-12 21:02:04,"MIA","NT",2,"(4, 1)",1,"2","1"
"569",86367,"2021091210_953",40030,2021-09-12 21:02:02,"MIA","NT",7,"(4, 1)",1,"2","3"
"570",86446,"2021091210_996",43321,2021-09-12 21:03:20,"MIA","LEO",14,"(1, 1)",1,"3","2"
"571",86466,"2021091210_996",43321,2021-09-12 21:03:20,"MIA","LEO",12,"(1, 1)",1,"3","4"
"572",86625,"2021091210_1081",43321,2021-09-12 21:05:59,"MIA","LEO",14,"(1, 1)",1,"2","3"
"573",86635,"2021091210_1081",43321,2021-09-12 21:05:59,"MIA","LEO",14,"(1, 1)",1,"3","4"
"574",86650,"2021091210_1081",43321,2021-09-12 21:05:59,"MIA","LEO",14,"(1, 1)",1,"3","2"
"575",86742,"2021091210_1201",44944,2021-09-12 21:11:49,"NE","DRT",4,"(3, 1)",1,"3","2"
"576",87035,"2021091210_1368",43503,2021-09-12 21:19:17,"MIA","LILB",9,"(2, 1)",1,"3","2"
"577",87065,"2021091210_1368",43503,2021-09-12 21:19:17,"MIA","LILB",9,"(2, 1)",1,"4","5"
"578",87085,"2021091210_1368",43503,2021-09-12 21:19:18,"MIA","LILB",9,"(1, 1)",1,"2","1"
"579",87175,"2021091210_1390",43321,2021-09-12 21:19:55,"MIA","LEO",14,"(1, 1)",1,"5","4"
"580",87190,"2021091210_1390",43321,2021-09-12 21:19:55,"MIA","LEO",14,"(1, 1)",1,"2","3"
"581",87290,"2021091210_1442",37308,2021-09-12 21:23:41,"NE","RE",3,"(2, 1)",1,"2","1"
"582",87314,"2021091210_1492",37308,2021-09-12 21:25:02,"NE","DRT",4,"(1, 1)",1,"1","2"
"583",87350,"2021091210_1492",37308,2021-09-12 21:25:03,"NE","DRT",4,"(1, 1)",1,"4","3"
"584",87378,"2021091210_1492",37308,2021-09-12 21:25:04,"NE","DRT",6,"(1, 1)",1,"3","2"
"585",87582,"2021091210_1608",43321,2021-09-12 21:30:47,"MIA","LEO",13,"(1, 1)",1,"3","4"
"586",87590,"2021091210_1608",43321,2021-09-12 21:30:47,"MIA","LEO",12,"(2, 1)",1,"2","2"
"587",87704,"2021091210_1630",40030,2021-09-12 21:31:27,"MIA","NT",8,"(4, 1)",1,"3","4"
"588",87798,"2021091210_1657",40030,2021-09-12 21:34:44,"MIA","NRT",2,"(5, 1)",1,"3","4"
"589",87846,"2021091210_1657",40030,2021-09-12 21:34:45,"MIA","NRT",1,"(5, 1)",1,"4","3"
"590",87878,"2021091210_1712",40030,2021-09-12 21:36:30,"MIA","NT",7,"(3, 1)",1,"2","1"
"591",87930,"2021091210_1712",40030,2021-09-12 21:36:32,"MIA","NT",6,"(3, 1)",1,"1","2"
"592",87999,"2021091210_1772",44991,2021-09-12 21:39:28,"NE","NRT",10,"(3, 1)",1,"3","2"
"593",88014,"2021091210_1772",44991,2021-09-12 21:39:28,"NE","NRT",1,"(3, 1)",1,"2","1"
"594",88023,"2021091210_1772",44991,2021-09-12 21:39:29,"NE","NRT",1,"(2, 1)",1,"3","2"
"595",88034,"2021091210_1858",38555,2021-09-12 21:44:21,"NE","LLB",14,"(4, 1)",1,"1","2"
"596",88078,"2021091210_1858",38555,2021-09-12 21:44:22,"NE","LLB",13,"(4, 1)",1,"2","1"
"597",88102,"2021091210_1858",38555,2021-09-12 21:44:23,"NE","LLB",10,"(4, 1)",1,"2","3"
"598",88182,"2021091210_1947",43435,2021-09-12 21:47:53,"NE","LILB",8,"(2, 1)",1,"2","3"
"599",88202,"2021091210_1947",43435,2021-09-12 21:47:54,"NE","LILB",9,"(2, 1)",1,"3","4"
"600",88260,"2021091210_1989",41269,2021-09-12 21:48:34,"NE","LLB",10,"(3, 1)",1,"1","2"
"601",88272,"2021091210_1989",41269,2021-09-12 21:48:35,"NE","LLB",8,"(2, 1)",1,"2","3"
"602",88347,"2021091210_2011",44944,2021-09-12 21:49:18,"NE","RE",1,"(1, 1)",1,"2","1"
"603",88510,"2021091210_2141",38555,2021-09-12 22:06:42,"NE","LOLB",13,"(4, 1)",1,"3","4"
"604",88595,"2021091210_2191",37308,2021-09-12 22:07:53,"NE","DRT",6,"(3, 1)",1,"2","3"
"605",88640,"2021091210_2191",37308,2021-09-12 22:07:51,"NE","DRT",3,"(2, 1)",1,"2","3"
"606",88730,"2021091210_2287",42433,2021-09-12 22:10:16,"NE","NT",3,"(1, 1)",1,"1","2"
"607",88942,"2021091210_2461",40030,2021-09-12 22:18:33,"MIA","NT",5,"(2, 1)",1,"4","3"
"608",89037,"2021091210_2483",43321,2021-09-12 22:19:10,"MIA","LEO",14,"(1, 1)",1,"3","4"
"609",89057,"2021091210_2483",43321,2021-09-12 22:19:11,"MIA","LEO",14,"(1, 1)",1,"4","5"
"610",89418,"2021091210_2633",43321,2021-09-12 22:26:11,"MIA","LEO",14,"(1, 1)",1,"2","3"
"611",89602,"2021091210_2728",43321,2021-09-12 22:28:39,"MIA","LEO",14,"(1, 1)",1,"2","3"
"612",89702,"2021091210_2752",43321,2021-09-12 22:29:18,"MIA","LEO",14,"(1, 1)",1,"3","4"
"613",89787,"2021091210_2830",41269,2021-09-12 22:34:29,"NE","LLB",8,"(3, 1)",1,"1","2"
"614",89793,"2021091210_2830",41269,2021-09-12 22:34:30,"NE","LLB",8,"(2, 1)",1,"2","3"
"615",89930,"2021091210_2973",40030,2021-09-12 22:41:58,"MIA","NT",6,"(3, 2)",1,"1","2"
"616",90238,"2021091210_3069",34654,2021-09-12 22:46:42,"MIA","ROLB",4,"(1, 1)",1,"2","3"
"617",90285,"2021091210_3093",40030,2021-09-12 22:47:15,"MIA","NT",9,"(4, 3)",1,"3","2"
"618",90370,"2021091210_3093",40030,2021-09-12 22:47:16,"MIA","NT",1,"(4, 3)",1,"2","1"
"619",90603,"2021091210_3173",43321,2021-09-12 22:49:10,"MIA","LEO",13,"(5, 1)",1,"4","3"
"620",90608,"2021091210_3173",43321,2021-09-12 22:49:10,"MIA","LEO",13,"(5, 1)",1,"1","2"
"621",90618,"2021091210_3173",43321,2021-09-12 22:49:11,"MIA","LEO",1,"(4, 1)",1,"4","5"
"622",90853,"2021091210_3345",37308,2021-09-12 22:56:41,"NE","LE",14,"(1, 1)",1,"2","3"
"623",90865,"2021091210_3345",37308,2021-09-12 22:56:41,"NE","LE",14,"(1, 1)",1,"3","2"
"624",90945,"2021091210_3415",42116,2021-09-12 22:58:31,"NE","LILB",9,"(1, 1)",1,"2","1"
"625",90961,"2021091210_3415",42116,2021-09-12 22:58:32,"NE","LILB",11,"(1, 1)",1,"3","2"
"626",91071,"2021091210_3473",43321,2021-09-12 23:02:28,"MIA","LEO",14,"(6, 1)",1,"5","6"
"627",91149,"2021091210_3497",34654,2021-09-12 23:03:06,"MIA","RILB",7,"(4, 1)",1,"3","4"
"628",91309,"2021091210_3610",43321,2021-09-12 23:06:19,"MIA","LEO",14,"(4, 1)",1,"2","3"
"629",91337,"2021091210_3610",43321,2021-09-12 23:06:17,"MIA","LEO",14,"(4, 2)",1,"3","2"
"630",91509,"2021091211_142",43316,2021-09-12 20:28:49,"GB","DRT",7,"(2, 1)",1,"3","2"
"631",91663,"2021091211_184",42381,2021-09-12 20:31:00,"GB","LOLB",14,"(1, 1)",1,"4","5"
"632",91737,"2021091211_206",42381,2021-09-12 20:31:41,"GB","LOLB",14,"(1, 1)",1,"2","3"
"633",91921,"2021091211_307",37097,2021-09-12 20:35:58,"NO","LOLB",14,"(4, 1)",1,"2","3"
"634",91953,"2021091211_307",37097,2021-09-12 20:35:58,"NO","LOLB",14,"(3, 1)",1,"3","4"
"635",92049,"2021091211_393",44871,2021-09-12 20:39:16,"NO","LEO",12,"(4, 1)",1,"2","1"
"636",92113,"2021091211_421",37097,2021-09-12 20:40:02,"NO","LEO",14,"(4, 1)",1,"3","3"
"637",92421,"2021091211_597",46438,2021-09-12 20:45:26,"GB","RE",1,"(4, 1)",1,"2","1"
"638",92552,"2021091211_640",42381,2021-09-12 20:46:52,"GB","ROLB",1,"(5, 1)",1,"2","1"
"639",92627,"2021091211_709",42465,2021-09-12 20:49:01,"GB","ROLB",1,"(5, 1)",1,"3","4"
"640",92657,"2021091211_709",42465,2021-09-12 20:49:02,"GB","ROLB",1,"(5, 1)",1,"2","1"
"641",92841,"2021091211_921",37097,2021-09-12 21:00:07,"NO","LEO",14,"(1, 1)",1,"3","2"
"642",92941,"2021091211_945",37097,2021-09-12 21:00:51,"NO","LOLB",14,"(1, 1)",1,"3","4"
"643",93029,"2021091211_1274",43316,2021-09-12 21:15:37,"GB","DRT",7,"(2, 1)",1,"3","4"
"644",93049,"2021091211_1274",43316,2021-09-12 21:15:35,"GB","DRT",5,"(2, 1)",1,"3","4"
"645",93157,"2021091211_1391",42381,2021-09-12 21:21:36,"GB","ROLB",1,"(1, 1)",1,"6","5"
"646",93187,"2021091211_1391",42381,2021-09-12 21:21:36,"GB","ROLB",1,"(1, 1)",1,"4","5"
"647",93199,"2021091211_1391",42381,2021-09-12 21:21:37,"GB","ROLB",1,"(2, 1)",1,"1","2"
"648",93289,"2021091211_1443",37097,2021-09-12 21:25:57,"NO","LOLB",14,"(1, 1)",1,"3","2"
"649",93361,"2021091211_1493",34465,2021-09-12 21:26:59,"NO","LOLB",14,"(1, 1)",1,"2","3"
"650",93396,"2021091211_1493",34465,2021-09-12 21:26:59,"NO","LOLB",13,"(2, 1)",1,"2","1"
"651",93406,"2021091211_1493",34465,2021-09-12 21:26:59,"NO","LOLB",11,"(2, 1)",1,"4","5"
"652",93681,"2021091211_1550",37097,2021-09-12 21:28:19,"NO","LOLB",14,"(2, 1)",1,"1","2"
"653",93713,"2021091211_1550",37097,2021-09-12 21:28:20,"NO","LOLB",10,"(2, 1)",1,"4","3"
"654",93805,"2021091211_1608",37097,2021-09-12 21:32:53,"NO","LEO",14,"(2, 1)",1,"1","2"
"655",93897,"2021091211_1698",37097,2021-09-12 21:48:07,"NO","LEO",14,"(1, 1)",1,"3","4"
"656",94050,"2021091211_1785",37097,2021-09-12 21:55:54,"NO","LE",11,"(2, 1)",1,"2","1"
"657",94080,"2021091211_1785",37097,2021-09-12 21:55:54,"NO","LE",9,"(3, 1)",1,"2","3"
"658",94608,"2021091211_2118",42465,2021-09-12 22:08:28,"GB","LOLB",14,"(4, 1)",1,"4","5"
"659",94648,"2021091211_2118",42465,2021-09-12 22:08:28,"GB","LOLB",12,"(3, 1)",1,"3","4"
"660",94721,"2021091211_2140",42381,2021-09-12 22:09:11,"GB","ROLB",1,"(1, 1)",1,"2","3"
"661",94837,"2021091211_2203",44871,2021-09-12 22:14:00,"NO","LEO",14,"(2, 1)",1,"1","2"
"662",94917,"2021091211_2259",44871,2021-09-12 22:15:48,"NO","LEO",14,"(1, 1)",1,"4","3"
"663",95049,"2021091211_2327",42381,2021-09-12 22:18:29,"GB","ROLB",2,"(1, 1)",1,"3","4"
"664",95109,"2021091211_2425",37097,2021-09-12 22:23:50,"NO","LEO",14,"(1, 1)",1,"4","3"
"665",95321,"2021091211_2471",37097,2021-09-12 22:25:24,"NO","LEO",14,"(1, 1)",1,"3","2"
"666",95505,"2021091211_2536",42381,2021-09-12 22:29:55,"GB","ROLB",2,"(2, 1)",1,"2","1"
"667",95613,"2021091211_2617",42381,2021-09-12 22:34:42,"GB","LOLB",14,"(1, 1)",1,"3","4"
"668",95709,"2021091211_2755",37097,2021-09-12 22:40:20,"NO","LEO",14,"(3, 1)",1,"4","3"
"669",95905,"2021091211_3031",44871,2021-09-12 22:54:51,"NO","LOLB",14,"(6, 2)",1,"5","4"
"670",95947,"2021091211_3031",44871,2021-09-12 22:54:52,"NO","LOLB",14,"(6, 2)",1,"3","4"
"671",95977,"2021091211_3031",44871,2021-09-12 22:54:52,"NO","LOLB",14,"(6, 1)",1,"3","2"
"672",96025,"2021091211_3031",44871,2021-09-12 22:54:50,"NO","LOLB",14,"(6, 2)",2,"c(""4"", ""2"")","c(""5"", ""3"")"
"673",96102,"2021091211_3060",34465,2021-09-12 22:55:38,"NO","ROLB",1,"(1, 1)",1,"2","3"
"674",96419,"2021091212_186",37075,2021-09-12 20:29:53,"DEN","LOLB",14,"(1, 1)",1,"3","4"
"675",96435,"2021091212_186",37075,2021-09-12 20:29:53,"DEN","LOLB",14,"(2, 1)",1,"1","2"
"676",96507,"2021091212_335",42349,2021-09-12 20:35:17,"NYG","RE",1,"(2, 1)",1,"4","3"
"677",96527,"2021091212_335",42349,2021-09-12 20:35:18,"NYG","RE",1,"(1, 1)",1,"1","2"
"678",97135,"2021091212_635",42349,2021-09-12 20:45:23,"NYG","NT",8,"(3, 1)",1,"1","2"
"679",97311,"2021091212_702",42355,2021-09-12 20:47:33,"NYG","DLT",14,"(4, 1)",1,"3","4"
"680",97315,"2021091212_702",42355,2021-09-12 20:47:33,"NYG","DLT",14,"(4, 1)",1,"1","2"
"681",97674,"2021091212_912",37075,2021-09-12 20:59:07,"DEN","LOLB",14,"(5, 1)",1,"3","2"
"682",97704,"2021091212_912",37075,2021-09-12 20:59:08,"DEN","LOLB",14,"(5, 1)",1,"3","4"
"683",97714,"2021091212_912",37075,2021-09-12 20:59:08,"DEN","LOLB",14,"(4, 1)",1,"4","5"
"684",98087,"2021091212_1081",40031,2021-09-12 21:06:49,"NYG","RLB",3,"(4, 1)",1,"4","5"
"685",98299,"2021091212_1175",42349,2021-09-12 21:09:39,"NYG","DRT",5,"(4, 1)",1,"3","4"
"686",98369,"2021091212_1199",42349,2021-09-12 21:10:24,"NYG","NT",9,"(3, 1)",1,"2","1"
"687",98414,"2021091212_1199",42349,2021-09-12 21:10:24,"NYG","NT",7,"(4, 1)",1,"3","4"
"688",98434,"2021091212_1199",42349,2021-09-12 21:10:25,"NYG","NT",5,"(4, 1)",1,"2","3"
"689",98746,"2021091212_1366",37075,2021-09-12 21:18:41,"DEN","LOLB",12,"(4, 1)",1,"4","5"
"690",98786,"2021091212_1388",37075,2021-09-12 21:19:25,"DEN","LOLB",14,"(5, 1)",1,"3","4"
"691",98836,"2021091212_1388",37075,2021-09-12 21:19:26,"DEN","LOLB",13,"(5, 1)",1,"1","2"
"692",98856,"2021091212_1388",37075,2021-09-12 21:19:23,"DEN","LOLB",14,"(5, 1)",2,"c(""4"", ""1"")","c(""2"", ""3"")"
"693",99083,"2021091212_1540",42349,2021-09-12 21:30:58,"NYG","DRT",1,"(4, 1)",1,"4","3"
"694",99087,"2021091212_1540",42349,2021-09-12 21:30:58,"NYG","DRT",1,"(4, 1)",1,"2","1"
"695",99311,"2021091212_1593",42349,2021-09-12 21:32:03,"NYG","NT",8,"(2, 1)",1,"3","2"
"696",99662,"2021091212_1877",42349,2021-09-12 21:57:37,"NYG","RE",1,"(2, 1)",1,"3","4"
"697",99707,"2021091212_1877",42349,2021-09-12 21:57:38,"NYG","RE",1,"(2, 1)",1,"4","5"
"698",99743,"2021091212_1901",42349,2021-09-12 21:58:17,"NYG","RE",2,"(1, 1)",1,"4","3"
"699",99795,"2021091212_1901",42349,2021-09-12 21:58:18,"NYG","RE",5,"(1, 1)",1,"3","2"
"700",99892,"2021091212_1944",46135,2021-09-12 21:59:49,"NYG","ROLB",1,"(2, 1)",1,"1","2"
"701",100259,"2021091212_2151",42349,2021-09-12 22:08:19,"NYG","NT",8,"(3, 1)",1,"2","3"
"702",100495,"2021091212_2304",37075,2021-09-12 22:17:47,"DEN","LOLB",13,"(2, 3)",1,"2","1"
"703",100703,"2021091212_2371",37075,2021-09-12 22:19:52,"DEN","LOLB",14,"(1, 1)",1,"2","3"
"704",100922,"2021091212_2474",37075,2021-09-12 22:22:06,"DEN","LOLB",5,"(3, 1)",1,"2","3"
"705",101107,"2021091212_2554",40031,2021-09-12 22:26:53,"NYG","ROLB",1,"(2, 1)",1,"1","2"
"706",101711,"2021091212_2905",37075,2021-09-12 22:43:15,"DEN","LOLB",13,"(3, 1)",1,"4","3"
"707",102111,"2021091212_3095",37075,2021-09-12 22:48:52,"DEN","LOLB",14,"(4, 1)",1,"2","3"
"708",102271,"2021091212_3181",42349,2021-09-12 22:54:17,"NYG","RE",1,"(4, 1)",1,"1","2"
"709",102739,"2021091212_3388",40347,2021-09-12 23:02:10,"DEN","NT",4,"(2, 1)",1,"2","3"
"710",102839,"2021091212_3410",37075,2021-09-12 23:02:51,"DEN","LOLB",14,"(4, 1)",1,"2","3"
"711",102863,"2021091212_3410",37075,2021-09-12 23:02:51,"DEN","LOLB",1,"(4, 1)",1,"2","1"
"712",102879,"2021091212_3410",37075,2021-09-12 23:02:52,"DEN","LOLB",8,"(3, 1)",1,"3","4"
"713",103039,"2021091212_3601",41449,2021-09-12 23:15:07,"DEN","DLT",14,"(3, 1)",1,"2","1"
"714",103059,"2021091212_3601",41449,2021-09-12 23:15:07,"DEN","DLT",14,"(4, 1)",1,"4","3"
"715",103777,"2021091213_265",37087,2021-09-13 00:31:38,"CHI","ROLB",1,"(5, 1)",1,"5","6"
"716",103831,"2021091213_265",37087,2021-09-13 00:31:39,"CHI","ROLB",1,"(6, 1)",1,"6","5"
"717",103837,"2021091213_265",37087,2021-09-13 00:31:39,"CHI","ROLB",1,"(6, 1)",2,"c(""4"", ""1"")","c(""2"", ""3"")"
"718",103885,"2021091213_265",37087,2021-09-13 00:31:37,"CHI","ROLB",1,"(6, 1)",2,"c(""3"", ""2"")","c(""1"", ""4"")"
"719",104035,"2021091213_377",41239,2021-09-13 00:38:09,"LA","RE",1,"(1, 1)",1,"1","2"
"720",104514,"2021091213_492",41239,2021-09-13 00:41:14,"LA","LE",14,"(5, 1)",1,"4","5"
"721",104634,"2021091213_514",37087,2021-09-13 00:44:16,"CHI","REO",1,"(4, 1)",2,"c(""4"", ""2"")","c(""1"", ""5"")"
"722",104679,"2021091213_538",38619,2021-09-13 00:44:39,"CHI","DLT",9,"(3, 1)",1,"3","2"
